title_lemmatized,text_lemmatized,rating
great quality price can not apply,package pretty material feel great buuut spend hour try work great idea theory can not aggrevate spend hour mirror able apply easy hand do not work ill try kind magnetic eyeliner,2.0
return right away stay head matter try tighten,do not waste money cute picture completely worthless,1.0
do not bother,hate one love one snap,2.0
stink,try pore cleansing claim do not clean pore pull hair remove dead skin deep clean smell strong like cologne I ve try black mask scent feel like scent necessary especially man,2.0
super cute,attractive hold thin hair buy set mix match,5.0
recommend,feel like fake hair get tangle,1.0
horrible,do not work follow instruction stay stuck skin painful mess get bad ingrown hairs life agony,1.0
easy wear,cute price,4.0
good product,good product rely job please,5.0
expect I m buy wig amazon,like wig will not buy wig amazon anymore,2.0
good bit pricey,good little pricey,4.0
handle short,buy use foot handle short look long,4.0
bad like gel,do not like jare half color tick good hard dry like say get drop jare half,1.0
do not waste time money,I ve buy wig amazon definitely bad wig poor quality do not look real super thin show track sew shiny horrible texture overall quality product matter price,1.0
good,do not skin,1.0
comfortable,comfortable need return ill customer service tomorrow,1.0
mix feeling,want love lipstick beautiful flattering shade red rub like one business fade gracefully common issue red lipstick mixed feeling,3.0
cool concept wish work,white female super dry frizzy kinky hair take hour half blow dry straighten hair normally work hair hair leave dry frizzy straight wavy forty - five minute constantly yes heat resistant spray straighten gel hair idk return item neat concept wish actually work,2.0
soft okay,okay kind brittle I m hope find product soften,3.0
do not waste money time,give star state bad curler hold long work frustrating need soft curler overlook bad review hope improved do not waste money beauty shop buy sure be not china,1.0
small,arrive fast pretty small do not absorb monomer pick tiny bit acrylic,2.0
obsess,obsess sugar scrub bar feel good exfoliate skin moisturizing do not need lotion shower daughter tell product love,5.0
flimsy junk,beautiful electric razor chance open christmas morning try set razor charge station place sit loose push razor place razor spring wooden floor wheel fly piece plastic toy piece hate think happened spring hard bathroom floor big disappointment,1.0
good narrow nailbed,form wgelish hard gel lead could not hang mix acrylic properly do not time patience youtube tutorial nail form wgel help bit downside kit thumb be not wide fit properly sidewall sidewall noticeable know wide nail bed bec small handsfinger lol narrow nail bed you re luck,4.0
think brush great way hard prickly,think brush great way hard prickly scalp nice brush friend love,2.0
inside ingredient description outside box,inside description include sodium borate harmful body outside box buy concern sodium borate,1.0
silky soft,love mask feel silk skin,5.0
do not,soak ton water time wash turn frizzy mess use good quality salon shampoo conditioner buy substitute replacement amazon take weft come apart piece,1.0
thick line rub,draw thick line instead individual line smudge proof water resistant draw line face test end day get face wet go morning get face wet go,1.0
high perform easy use remove hair leave skin soft smooth,high perform wax kit great option handy home touchup skin fuzz free eyebrow unibrow love have brow professionally shape facial hair remove favorite salon wonderful kit easy maintain cosmetic improvementsin appointment kit come variety wax bean infuse natural extraction oil like chamomile lavender aloe honey make wax gentle use sensitive skin kit require heating wax apply skin warming pot adjustable heat set melt bean quickly get hot burn skin autoshutoff prevent overheat like lid able watch melt wax effective remove stubborn course hair fine thin hair get hair follicle root leave skin soft smooth long irritation feature like warm pot detachable base easy cleaning allaround great product,5.0
worth,love love love,4.0
headband,nice,4.0
star,puffy effect short last,3.0
excellent kid brace,toothbrush recommend son pediatric dentist work ten year old brace highly recommend,5.0
ok expect,think brush pretty good job,4.0
worth money,disappoint,1.0
waste money,pay get bow different colored band halfway glue literally keep bows bag ridiculous do not love wear kind business send like customer do not waste money buy wee one creationsthose worth unlike,2.0
defective spray bottle,six spray bottle defective fortunately finish bottle previous order reuse bottle pour content old bottle entire pack six recently purchase,3.0
star,do not like texture loose runny,1.0
child like,cheap child like,2.0
cheap quality like way feel skin,towel cheap quality like way feel skin pale pink picture update towel tear two cycle wash recommend towel disclosure receive product discount exchange honest review,1.0
star,fantastic dream quality work,4.0
razor give good shave,well double edge disposable razor satisfy overall deduct one star nick spot shave razor hold edge,4.0
do not like eyelid tape,normally do not write review do not like eyelid tape do not come instruction package small plastic bag come small fit eyelid tape sheet I m disappointed order cheap would not suggest buy,1.0
do not work like magic tear,do not work like magic description gently work brush los hair definitely cry involved easy compare regular comb,4.0
great buy lot fun,fab daughter love great colour clear hair daughter hair blonde colour wash easily great value,5.0
star,good coverage,4.0
buy,product recieve advertised deodorant recieve white stick deodorant like picture customer picture product recieve blue gel stick can not use make break bad rash inconsistency provide item pay twenty dollar worth deodorant can not use do not label photo,1.0
think sound good true,brush straighten hair tip fall use think sound good true go gut,1.0
